nummer1,klantnummer,klantnaam,periode,datum,fk,prdkode,prdomschr,totaal,tnetto,aantal,eenheid,stukprijs,btwperc,lotnr,vervaldat,factuurregime,betaald_kas,lijnperc,lijntotnetto
260003,"004489","De Afspanning",1,02-01-2026," ","","",1778.69,1678.01,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260003,"004489","De Afspanning",1,02-01-2026," ","","bestelproduct",1778.69,1678.01,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260003,"004489","De Afspanning",1,02-01-2026," ","06557","Buitenhuis mini bamihapjes Oos",1778.69,1678.01,1.00,"KART",17.36,6.0,"",-  -,3,0.00,0,17.36
260003,"004489","De Afspanning",1,02-01-2026," ","","pknm: Lowie",1778.69,1678.01,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260003,"004489","De Afspanning",1,02-01-2026," ","","Pk30-1217:08 M1",1778.69,1678.01,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260003,"004489","De Afspanning",1,02-01-2026," ","","",1778.69,1678.01,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260003,"004489","De Afspanning",1,02-01-2026," ","","Bestelbon 630405/16-12-2025/Me",1778.69,1678.01,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260003,"004489","De Afspanning",1,02-01-2026," ","","",1778.69,1678.01,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260003,"004489","De Afspanning",1,02-01-2026," ","","LEVEREN VRIJDAG 2 JANUARI",1778.69,1678.01,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260003,"004489","De Afspanning",1,02-01-2026," ","","LEVEREN VRIJDAG 2 JANUARI",1778.69,1678.01,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260003,"004489","De Afspanning",1,02-01-2026," ","","LEVEREN VRIJDAG 2 JANUARI",1778.69,1678.01,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260003,"004489","De Afspanning",1,02-01-2026," ","","LEVEREN VRIJDAG 2 JANUARI",1778.69,1678.01,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260003,"004489","De Afspanning",1,02-01-2026," ","","LEVEREN VRIJDAG 2 JANUARI",1778.69,1678.01,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260003,"004489","De Afspanning",1,02-01-2026," ","62858","Mini Nordica Vanille 30x125ml",1778.69,1678.01,2.00,"KART",24.05,6.0,"00000628582563831856",06-02-2027,3,0.00,0,48.10
260003,"004489","De Afspanning",1,02-01-2026," ","55187","Calippo Lime 24x105ml",1778.69,1678.01,1.00,"KART",22.68,6.0,"0000055187254111",30-06-2027,3,0.00,0,22.68
260003,"004489","De Afspanning",1,02-01-2026," ","72015","Moelleux chocolade 27x110g Ø7c",1778.69,1678.01,2.00,"KART",37.31,6.0,"0000072015241442",21-08-2025,3,0.00,0,74.62
260003,"004489","De Afspanning",1,02-01-2026," ","53630","Cadi Vanille ijs 5lt Best Pric",1778.69,1678.01,4.00,"VE",7.22,6.0,"0000053630255739",30-09-2027,3,0.00,0,28.88
260003,"004489","De Afspanning",1,02-01-2026," ","22362","Carpaccio kalf Vitello Tonnato",1778.69,1678.01,5.00,"VE",22.88,6.0,"0000022362256277",01-11-2026,3,0.00,0,114.40
260003,"004489","De Afspanning",1,02-01-2026," ","29904","Scampi VNN Easy Peel 16/20 RC",1778.69,1678.01,10.00,"VE",10.05,6.0,"0000029904255906",17-07-2027,3,0.00,0,100.50
260003,"004489","De Afspanning",1,02-01-2026," ","12206","VarkensWANGETJES +-1 kg",1778.69,1678.01,10.35,"KG",9.24,6.0,"00000122062563114100",05-08-2027,3,0.00,0,95.63
260003,"004489","De Afspanning",1,02-01-2026," ","41126","Schar rol 40-60 5kg bulk",1778.69,1678.01,5.00,"KG",7.36,6.0,"0000041126255997",07-02-2027,3,0.00,0,36.80
260003,"004489","De Afspanning",1,02-01-2026," ","52675","Schatkist Vanille - Chocolade",1778.69,1678.01,3.00,"KART",22.36,6.0,"0000052675254337",31-08-2027,3,0.00,0,67.08
260003,"004489","De Afspanning",1,02-01-2026," ","52093","Push Up Haribo Vanille - Aardb",1778.69,1678.01,1.00,"KART",35.01,6.0,"0000052093254282",30-09-2026,3,0.00,0,35.01
260003,"004489","De Afspanning",1,02-01-2026," ","01008","Bonen Extra Fijn 2.5kg",1778.69,1678.01,10.00,"KG",1.70,6.0,"0000001008255765",20-03-2028,3,0.00,0,17.00
260003,"004489","De Afspanning",1,02-01-2026," ","43226","Puree Gourmande 2.5kg Lutosa F",1778.69,1678.01,10.00,"KG",2.38,6.0,"0000043226255839",27-04-2027,3,0.00,0,23.80
260003,"004489","De Afspanning",1,02-01-2026," ","44101","Friet 10/10 2.5kg Crispy Coate",1778.69,1678.01,75.00,"KG",2.02,6.0,"0000044101255986",14-09-2027,3,0.00,0,151.50
260003,"004489","De Afspanning",1,02-01-2026," ","43573","Gratin Dauphinois Geportioneer",1778.69,1678.01,6.00,"VE",8.08,6.0,"0000043573255646",17-03-2027,3,0.00,0,48.48
260003,"004489","De Afspanning",1,02-01-2026," ","43907","Kroket Lutosa Belgian Style 25",1778.69,1678.01,10.00,"KG",2.16,6.0,"0000043907255481",13-08-2027,3,0.00,0,21.60
260003,"004489","De Afspanning",1,02-01-2026," ","19213","Mini broodjes assortiment (C12",1778.69,1678.01,1.00,"KART",29.34,6.0,"00000192132564380415",19-06-2026,3,0.00,0,29.34
260003,"004489","De Afspanning",1,02-01-2026," ","26604","Garnaalkroket 65gr  extra Home",1778.69,1678.01,1.00,"VE",47.44,6.0,"0000026604255777",03-11-2026,3,0.00,0,47.44
260003,"004489","De Afspanning",1,02-01-2026," ","17799","Kip nuggets 50st/kg",1778.69,1678.01,5.00,"KG",8.45,6.0,"0000017799255766",17-02-2027,3,0.00,0,42.25
260003,"004489","De Afspanning",1,02-01-2026," ","68202","Lookboter met kruiden 250g 22c",1778.69,1678.01,3.00,"KG",18.79,6.0,"0000068202254610",31-08-2027,3,0.00,0,56.37
260003,"004489","De Afspanning",1,02-01-2026," ","26610","Kaaskroket artisanaal 70g AVIK",1778.69,1678.01,4.00,"VE",12.25,6.0,"0000026610254043",17-06-2027,3,0.00,0,49.00
260003,"004489","De Afspanning",1,02-01-2026," ","25507","Frikandel  Original 85g Becker",1778.69,1678.01,1.00,"KART",18.41,6.0,"0000025507255831",30-06-2026,3,0.00,0,18.41
260003,"004489","De Afspanning",1,02-01-2026," ","00174","Knorr Maizena Express Blanke S",1778.69,1678.01,2.00,"VE",8.96,6.0,"0000000174255660",30-09-2028,3,0.00,0,17.92
260003,"004489","De Afspanning",1,02-01-2026," ","07857","Mome SirUp zesty lemon 1L",1778.69,1678.01,1.00,"VE",17.43,6.0,"0000007857253771",17-07-2026,3,0.00,0,17.43
260003,"004489","De Afspanning",1,02-01-2026," ","06789","Mome SirUp Strawberry - Mint 1",1778.69,1678.01,2.00,"VE",16.09,6.0,"0000006789253843",30-05-2026,3,0.00,0,32.18
260003,"004489","De Afspanning",1,02-01-2026," ","00173","Knorr Maizena Express Bruine s",1778.69,1678.01,4.00,"VE",8.93,6.0,"0000000173256183",31-10-2028,3,0.00,0,35.72
260003,"004489","De Afspanning",1,02-01-2026," ","67406","Slagroom spuitbus 700ml",1778.69,1678.01,6.00,"VE",6.97,6.0,"0000067406255866",22-04-2026,3,0.00,0,41.82
260003,"004489","De Afspanning",1,02-01-2026," ","94521","Emmental mix gemalen kaas50/50",1778.69,1678.01,3.00,"KG",6.30,6.0,"0000094521256269",10-02-2026,3,0.00,0,18.90
260003,"004489","De Afspanning",1,02-01-2026," ","67571","Bakken en braden 1 liter boter",1778.69,1678.01,6.00,"LITER",6.62,6.0,"0000067571255797",16-03-2026,3,0.00,0,39.72
260003,"004489","De Afspanning",1,02-01-2026," ","42204","Gerookte zalm voorgesneden  GO",1778.69,1678.01,2.33,"KG",21.79,6.0,"0000042204256222",02-01-2026,3,0.00,0,50.77
260003,"004489","De Afspanning",1,02-01-2026," ","","Rochefort botercups 100x10g ve",1778.69,1678.01,0.00,"KART",0.00,0.0,"",10-02-2026,3,0.00,0,0.00
260003,"004489","De Afspanning",1,02-01-2026," ","67565","Culinaire Room 1 liter Debic",1778.69,1678.01,18.00,"LITER",3.79,6.0,"0000067565256219",28-04-2026,3,0.00,0,68.22
260003,"004489","De Afspanning",1,02-01-2026," ","","pknm: Lowie",1778.69,1678.01,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260003,"004489","De Afspanning",1,02-01-2026," ","","pknm: Lowie",1778.69,1678.01,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260003,"004489","De Afspanning",1,02-01-2026," ","","plnm: 12301152Amos",1778.69,1678.01,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260003,"004489","De Afspanning",1,02-01-2026," ","","Pk30-1217:08 M1",1778.69,1678.01,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260003,"004489","De Afspanning",1,02-01-2026," ","","",1778.69,1678.01,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260003,"004489","De Afspanning",1,02-01-2026," ","","Bestelbon 632858/22-12-2025/Fa",1778.69,1678.01,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260003,"004489","De Afspanning",1,02-01-2026," ","","",1778.69,1678.01,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260003,"004489","De Afspanning",1,02-01-2026," ","20001","Eendenborst  300-350g EU",1778.69,1678.01,10.00,"KG",9.60,6.0,"0000020001254903",01-07-2026,3,0.00,0,96.00
260003,"004489","De Afspanning",1,02-01-2026," ","","pknm: Lowie",1778.69,1678.01,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260003,"004489","De Afspanning",1,02-01-2026," ","","Pk30-1217:08 M1",1778.69,1678.01,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260003,"004489","De Afspanning",1,02-01-2026," ","","",1778.69,1678.01,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260003,"004489","De Afspanning",1,02-01-2026," ","","Bestelbon 634359/29-12-2025/Ca",1778.69,1678.01,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260003,"004489","De Afspanning",1,02-01-2026," ","","",1778.69,1678.01,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260003,"004489","De Afspanning",1,02-01-2026," ","12206","VarkensWANGETJES +-1 kg",1778.69,1678.01,5.08,"KG",9.24,6.0,"00000122062563114100",05-08-2027,3,0.00,0,46.94
260003,"004489","De Afspanning",1,02-01-2026," ","41126","Schar rol 40-60 5kg bulk",1778.69,1678.01,5.00,"KG",7.36,6.0,"0000041126255997",07-02-2027,3,0.00,0,36.80
260003,"004489","De Afspanning",1,02-01-2026," ","","pknm: Lowie",1778.69,1678.01,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260003,"004489","De Afspanning",1,02-01-2026," ","","Pk30-1217:08 M1",1778.69,1678.01,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260003,"004489","De Afspanning",1,02-01-2026," ","","",1778.69,1678.01,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260003,"004489","De Afspanning",1,02-01-2026," ","","Bestelbon 634842/31-12-2025/Me",1778.69,1678.01,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260003,"004489","De Afspanning",1,02-01-2026," ","","",1778.69,1678.01,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260003,"004489","De Afspanning",1,02-01-2026," ","","BIJBESTELLING",1778.69,1678.01,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260003,"004489","De Afspanning",1,02-01-2026," ","19213","Mini broodjes assortiment (C12",1778.69,1678.01,1.00,"KART",29.34,6.0,"00000192132564380415",19-06-2026,3,0.00,0,29.34
260003,"004489","De Afspanning",1,02-01-2026," ","","pknm: Lowie",1778.69,1678.01,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260003,"004489","De Afspanning",1,02-01-2026," ","","Pk31-1212:55 M1",1778.69,1678.01,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260003,"004489","De Afspanning",1,02-01-2026," ","","",1778.69,1678.01,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260003,"004489","De Afspanning",1,02-01-2026," ","","volgende produc(ten) zijn uit",1778.69,1678.01,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260003,"004489","De Afspanning",1,02-01-2026," ","","en worden NIET nageleverd.",1778.69,1678.01,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260003,"004489","De Afspanning",1,02-01-2026," ","","Gelieve opnieuw te bestellen b",1778.69,1678.01,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260003,"004489","De Afspanning",1,02-01-2026," ","","------------------------------",1778.69,1678.01,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260003,"004489","De Afspanning",1,02-01-2026," ","","X2.00 KART  Rochefort botercup",1778.69,1678.01,0.00,"",0.00,0.0,"07-01-2026 JA/NEE",-  -,3,0.00,0,0.00
260004,"10910","Etaje BV Astoria Hotel",1,02-01-2026," ","","",329.85,311.18,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260004,"10910","Etaje BV Astoria Hotel",1,02-01-2026," ","","Bestelbon 629538/12-12-2025/Be",329.85,311.18,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260004,"10910","Etaje BV Astoria Hotel",1,02-01-2026," ","","",329.85,311.18,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260004,"10910","Etaje BV Astoria Hotel",1,02-01-2026," ","","bestelproduct",329.85,311.18,0.00,"",0.00,0.0,"",-  -,3,0.00,1,0.00
260004,"10910","Etaje BV Astoria Hotel",1,02-01-2026," ","25026","Meergranenbrood met desem X12",329.85,311.18,1.00,"KART",19.55,6.0,"",-  -,3,0.00,1,19.35
260004,"10910","Etaje BV Astoria Hotel",1,02-01-2026," ","25026","Meergranenbrood met desem X12",329.85,311.18,1.00,"KART",19.55,6.0,"",-  -,3,0.00,1,19.35
260004,"10910","Etaje BV Astoria Hotel",1,02-01-2026," ","","pknm: Giel-Jan",329.85,311.18,0.00,"",0.00,0.0,"",-  -,3,0.00,1,0.00
260004,"10910","Etaje BV Astoria Hotel",1,02-01-2026," ","","Pk30-1217:08 M1",329.85,311.18,0.00,"",0.00,0.0,"",-  -,3,0.00,1,0.00
260004,"10910","Etaje BV Astoria Hotel",1,02-01-2026," ","","",329.85,311.18,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260004,"10910","Etaje BV Astoria Hotel",1,02-01-2026," ","","Bestelbon 634317/29-12-2025/Ca",329.85,311.18,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260004,"10910","Etaje BV Astoria Hotel",1,02-01-2026," ","","",329.85,311.18,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260004,"10910","Etaje BV Astoria Hotel",1,02-01-2026," ","","BO mee leveren",329.85,311.18,0.00,"",0.00,0.0,"",-  -,3,0.00,1,0.00
260004,"10910","Etaje BV Astoria Hotel",1,02-01-2026," ","71984","Mini donuts trio 9 stuks retai",329.85,311.18,9.00,"VE",3.77,6.0,"0000071984254820",21-01-2027,3,0.00,1,33.59
260004,"10910","Etaje BV Astoria Hotel",1,02-01-2026," ","81070","Alpenbrood twistbrood zonneblo",329.85,311.18,1.00,"KART",22.10,6.0,"0000081070254997",12-09-2026,3,0.00,1,21.88
260004,"10910","Etaje BV Astoria Hotel",1,02-01-2026," ","80609","Brood Tijger 1609 DF BDF",329.85,311.18,1.00,"KART",15.44,6.0,"0000080609255565",28-09-2026,3,0.00,1,15.29
260004,"10910","Etaje BV Astoria Hotel",1,02-01-2026," ","81688","Panesco molenaarsbrood 10x600g",329.85,311.18,1.00,"KART",24.10,6.0,"0000081688255675",30-09-2026,3,0.00,1,23.86
260004,"10910","Etaje BV Astoria Hotel",1,02-01-2026," ","","Brood Noten met rozijnen 377 D",329.85,311.18,0.00,"KART",0.00,0.0,"",17-09-2026,3,0.00,1,0.00
260004,"10910","Etaje BV Astoria Hotel",1,02-01-2026," ","19213","Mini broodjes assortiment (C12",329.85,311.18,1.00,"KART",29.34,6.0,"00000192132564380415",19-06-2026,3,0.00,1,29.05
260004,"10910","Etaje BV Astoria Hotel",1,02-01-2026," ","83421","Mini Sandwich 8.5cm afgebakken",329.85,311.18,2.00,"KART",25.87,6.0,"0000083421255257",30-06-2026,3,0.00,1,51.22
260004,"10910","Etaje BV Astoria Hotel",1,02-01-2026," ","82312","Mueslibrood 500g 2312",329.85,311.18,1.00,"KART",74.14,6.0,"0000082312254995",09-07-2026,3,0.00,1,73.40
260004,"10910","Etaje BV Astoria Hotel",1,02-01-2026," ","","pknm: Giel-Jan",329.85,311.18,0.00,"",0.00,0.0,"",-  -,3,0.00,1,0.00
260004,"10910","Etaje BV Astoria Hotel",1,02-01-2026," ","","plnm: 12301342Giel-Jan",329.85,311.18,0.00,"",0.00,0.0,"",-  -,3,0.00,1,0.00
260004,"10910","Etaje BV Astoria Hotel",1,02-01-2026," ","","Pk30-1217:08 M1",329.85,311.18,0.00,"",0.00,0.0,"",-  -,3,0.00,1,0.00
260004,"10910","Etaje BV Astoria Hotel",1,02-01-2026," ","","",329.85,311.18,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260004,"10910","Etaje BV Astoria Hotel",1,02-01-2026," ","","Bestelbon 634622/30-12-2025/Be",329.85,311.18,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260004,"10910","Etaje BV Astoria Hotel",1,02-01-2026," ","","",329.85,311.18,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260004,"10910","Etaje BV Astoria Hotel",1,02-01-2026," ","","bestelproduct",329.85,311.18,0.00,"",0.00,0.0,"",-  -,3,0.00,1,0.00
260004,"10910","Etaje BV Astoria Hotel",1,02-01-2026," ","","pknm: Giel-Jan",329.85,311.18,0.00,"",0.00,0.0,"",-  -,3,0.00,1,0.00
260004,"10910","Etaje BV Astoria Hotel",1,02-01-2026," ","","Pk30-1217:08 M1",329.85,311.18,0.00,"",0.00,0.0,"",-  -,3,0.00,1,0.00
260004,"10910","Etaje BV Astoria Hotel",1,02-01-2026," ","","",329.85,311.18,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260004,"10910","Etaje BV Astoria Hotel",1,02-01-2026," ","","Bestelbon 634623/30-12-2025/Be",329.85,311.18,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260004,"10910","Etaje BV Astoria Hotel",1,02-01-2026," ","","",329.85,311.18,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260004,"10910","Etaje BV Astoria Hotel",1,02-01-2026," ","","bestelproduct",329.85,311.18,0.00,"",0.00,0.0,"",-  -,3,0.00,1,0.00
260004,"10910","Etaje BV Astoria Hotel",1,02-01-2026," ","18103","Mini Ronde Wafel Toaster 72 x",329.85,311.18,1.00,"KART",24.43,6.0,"",-  -,3,0.00,1,24.19
260004,"10910","Etaje BV Astoria Hotel",1,02-01-2026," ","","pknm: Giel-Jan",329.85,311.18,0.00,"",0.00,0.0,"",-  -,3,0.00,1,0.00
260004,"10910","Etaje BV Astoria Hotel",1,02-01-2026," ","","Pk30-1217:08 M1",329.85,311.18,0.00,"",0.00,0.0,"",-  -,3,0.00,1,0.00
260004,"10910","Etaje BV Astoria Hotel",1,02-01-2026," ","","",329.85,311.18,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260004,"10910","Etaje BV Astoria Hotel",1,02-01-2026," ","","volgende produc(ten) zijn uit",329.85,311.18,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260004,"10910","Etaje BV Astoria Hotel",1,02-01-2026," ","","en worden NIET nageleverd.",329.85,311.18,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260004,"10910","Etaje BV Astoria Hotel",1,02-01-2026," ","","Gelieve opnieuw te bestellen b",329.85,311.18,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260004,"10910","Etaje BV Astoria Hotel",1,02-01-2026," ","","------------------------------",329.85,311.18,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260004,"10910","Etaje BV Astoria Hotel",1,02-01-2026," ","","X1.00 KART  Brood Noten met ro",329.85,311.18,0.00,"",0.00,0.0,"09-01-2026 JA/NEE",-  -,3,0.00,0,0.00
260005,"2270","Food en Co",1,02-01-2026," ","","",1860.97,1755.63,0.00,"",0.00,0.0,"",-  -,2,0.00,0,0.00
260005,"2270","Food en Co",1,02-01-2026," ","","Bestelbon 630582/16-12-2025/Fa",1860.97,1755.63,0.00,"",0.00,0.0,"",-  -,2,0.00,0,0.00
260005,"2270","Food en Co",1,02-01-2026," ","","",1860.97,1755.63,0.00,"",0.00,0.0,"",-  -,2,0.00,0,0.00
260005,"2270","Food en Co",1,02-01-2026," ","","Het tijdstip van",1860.97,1755.63,0.00,"",0.00,0.0,"",-  -,2,0.00,0,0.00
260005,"2270","Food en Co",1,02-01-2026," ","","levering nog afspreken",1860.97,1755.63,0.00,"",0.00,0.0,"",-  -,2,0.00,0,0.00
260005,"2270","Food en Co",1,02-01-2026," ","","met Wim",1860.97,1755.63,0.00,"",0.00,0.0,"",-  -,2,0.00,0,0.00
260005,"2270","Food en Co",1,02-01-2026," ","","De zaak is nog dicht",1860.97,1755.63,0.00,"",0.00,0.0,"",-  -,2,0.00,0,0.00
260005,"2270","Food en Co",1,02-01-2026," ","","Wim woont daar",1860.97,1755.63,0.00,"",0.00,0.0,"",-  -,2,0.00,0,0.00
260005,"2270","Food en Co",1,02-01-2026," ","17010","Verse Kip filet gebakken schij",1860.97,1755.63,25.19,"KG",9.67,6.0,"0000017010256258",19-12-2026,2,0.00,0,243.59
260005,"2270","Food en Co",1,02-01-2026," ","","pknm: Jordy",1860.97,1755.63,0.00,"",0.00,0.0,"",-  -,2,0.00,0,0.00
260005,"2270","Food en Co",1,02-01-2026," ","","plnm: 12301339Jordy",1860.97,1755.63,0.00,"",0.00,0.0,"",-  -,2,0.00,0,0.00
260005,"2270","Food en Co",1,02-01-2026," ","","Pk30-1217:08 M1",1860.97,1755.63,0.00,"",0.00,0.0,"",-  -,2,0.00,0,0.00
260005,"2270","Food en Co",1,02-01-2026," ","","",1860.97,1755.63,0.00,"",0.00,0.0,"",-  -,2,0.00,0,0.00
260005,"2270","Food en Co",1,02-01-2026," ","","Bestelbon 634505/29-12-2025/Fa",1860.97,1755.63,0.00,"",0.00,0.0,"",-  -,2,0.00,0,0.00
260005,"2270","Food en Co",1,02-01-2026," ","","",1860.97,1755.63,0.00,"",0.00,0.0,"",-  -,2,0.00,0,0.00
260005,"2270","Food en Co",1,02-01-2026," ","","LEVEREN TUSSEN",1860.97,1755.63,0.00,"",0.00,0.0,"",-  -,2,0.00,0,0.00
260005,"2270","Food en Co",1,02-01-2026," ","","10 en 12 UUR",1860.97,1755.63,0.00,"",0.00,0.0,"",-  -,2,0.00,0,0.00
260005,"2270","Food en Co",1,02-01-2026," ","","het kan niet anders dan",1860.97,1755.63,0.00,"",0.00,0.0,"",-  -,2,0.00,0,0.00
260005,"2270","Food en Co",1,02-01-2026," ","","tijdens deze 2 uren dus",1860.97,1755.63,0.00,"",0.00,0.0,"",-  -,2,0.00,0,0.00
260005,"2270","Food en Co",1,02-01-2026," ","","gelieve hieraan te houden",1860.97,1755.63,0.00,"",0.00,0.0,"",-  -,2,0.00,0,0.00
260005,"2270","Food en Co",1,02-01-2026," ","","VANAF 9 uur pas bellen",1860.97,1755.63,0.00,"",0.00,0.0,"",-  -,2,0.00,0,0.00
260005,"2270","Food en Co",1,02-01-2026," ","","voor aankomst",1860.97,1755.63,0.00,"",0.00,0.0,"",-  -,2,0.00,0,0.00
260005,"2270","Food en Co",1,02-01-2026," ","01083","Quinoa Voorgekookt 1KG",1860.97,1755.63,100.00,"KG",5.56,6.0,"0000001083255420",27-02-2028,2,0.00,0,556.00
260005,"2270","Food en Co",1,02-01-2026," ","01250","Pastinaak blokjes 10/10 2.5kg",1860.97,1755.63,100.00,"KG",1.52,6.0,"0000001250256149",08-10-2027,2,0.00,0,152.00
260005,"2270","Food en Co",1,02-01-2026," ","79206","Cuisette (C02) Stokbrood wit 5",1860.97,1755.63,28.00,"KART",15.88,6.0,"0000079206256223",31-10-2026,2,0.00,0,444.64
260005,"2270","Food en Co",1,02-01-2026," ","01000","Pauwels hamburger dressing pet",1860.97,1755.63,30.00,"VE",11.98,6.0,"0000001000256066",28-02-2026,2,0.00,0,359.40
260005,"2270","Food en Co",1,02-01-2026," ","","pknm: Jordy",1860.97,1755.63,0.00,"",0.00,0.0,"",-  -,2,0.00,0,0.00
